SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
64,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,19-02-2026 17.00,311
65,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,23-03-2026 5.00,341.5
66,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,20-04-2026 18.00,1.5
67,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,23-04-2026 18.00,12
68,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,25-04-2026 15.30,195
69,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,26-04-2026 1.00,58
70,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,01-05-2026 19.00,162
71,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,28-05-2026 19.00,5
72,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,28-05-2026 20.00,6
73,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,10-06-2026 18.00,17.5
74,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,10-06-2026 19.00,14.5
75,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,10-06-2026 20.00,1
76,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,11-06-2026 12.00,1.5
77,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,11-06-2026 13.00,1
78,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,11-06-2026 19.00,0.5
79,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,12-06-2026 2.00,0.5
80,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,12-06-2026 3.00,7.5
81,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,12-06-2026 4.00,4
82,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,12-06-2026 5.00,2.5
83,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,12-06-2026 6.00,1
84,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,12-06-2026 7.00,0.5
85,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,12-06-2026 8.00,1
86,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,12-06-2026 9.00,0.5
87,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,21-06-2026 17.00,4.5
88,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,22-06-2026 16.00,1
89,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,22-06-2026 17.00,0.5
90,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,23-06-2026 17.00,0.5
91,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,25-06-2026 3.00,0.5
92,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,25-06-2026 4.00,0.5
93,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,26-06-2026 16.00,10
94,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,28-06-2026 23.00,0.5
95,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,29-06-2026 20.00,0.5
96,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,01-07-2026 1.00,37
97,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,01-07-2026 2.00,27
98,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,01-07-2026 3.00,4
99,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,01-07-2026 4.00,4.5
100,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,01-07-2026 5.00,7.5
101,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,01-07-2026 6.00,6.5
102,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,01-07-2026 7.00,2
103,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,01-07-2026 8.00,0.5
104,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,01-07-2026 9.00,0.5
105,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,02-07-2026 1.00,2
106,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,02-07-2026 5.00,0.5
107,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,02-07-2026 6.00,3.5
108,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,02-07-2026 7.00,8
109,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,02-07-2026 8.00,10
110,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,02-07-2026 9.00,2.5
111,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,02-07-2026 10.00,0.5
112,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,03-07-2026 16.00,10
113,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,03-07-2026 17.00,6
114,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,03-07-2026 20.00,0.5
115,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,03-07-2026 21.00,3
116,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,03-07-2026 22.00,5
117,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,04-07-2026 18.00,0.5
118,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,05-07-2026 2.00,3.5
119,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,05-07-2026 3.00,9
120,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,05-07-2026 4.00,0.5
121,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,05-07-2026 5.00,2
122,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,05-07-2026 6.00,2.5
123,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,05-07-2026 7.00,0.5
124,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-07-2026 1.00,1.5
125,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-07-2026 3.00,4
126,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-07-2026 4.00,8
127,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-07-2026 5.00,6
128,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-07-2026 6.00,4.5
129,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-07-2026 7.00,1.5
130,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-07-2026 8.00,0.5
131,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,07-07-2026 12.00,0.5
132,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,07-07-2026 13.00,0.5
133,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,07-07-2026 14.00,0.5
134,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,08-07-2026 5.00,0.5
135,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,08-07-2026 8.00,1
136,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,08-07-2026 9.00,0.5
137,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,08-07-2026 10.00,0.5
138,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,08-07-2026 11.00,1
139,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,08-07-2026 12.00,16.5
140,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,08-07-2026 13.00,4.5
141,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,08-07-2026 14.00,1.5
142,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,08-07-2026 18.00,0.5
143,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,09-07-2026 0.00,1
144,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,09-07-2026 1.00,0.5
145,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,09-07-2026 2.00,2.5
146,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,09-07-2026 3.00,2
147,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,09-07-2026 4.00,2
148,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,09-07-2026 5.00,2.5
149,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,09-07-2026 6.00,5
150,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,09-07-2026 7.00,6.5
151,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,09-07-2026 8.00,2.5
152,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,09-07-2026 9.00,1.5
153,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,09-07-2026 13.00,2.5
154,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,09-07-2026 14.00,2
155,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,10-07-2026 0.00,9
156,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,10-07-2026 1.00,1
157,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,10-07-2026 5.00,1
158,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,10-07-2026 6.00,0.5
159,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,10-07-2026 22.00,0.5
160,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,10-07-2026 23.00,1
161,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,11-07-2026 0.00,1
162,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,11-07-2026 1.00,8.5
163,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,11-07-2026 2.00,3
164,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,11-07-2026 3.00,4.5
165,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,11-07-2026 4.00,2
166,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,11-07-2026 12.00,1.5
167,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,11-07-2026 13.00,0.5
168,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,11-07-2026 18.00,0.5
169,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,12-07-2026 0.00,1
