sl_no,slide_no,state,district,location_details,latitude,longitude,material_movement_history_raw
31768,UK/PAU/53K09/2016/30,Uttarakhand,Pauri Garhwal,,29.794885,78.62807,Rock Slide NA
31769,UK/ALM/53O01/2017/27,Uttarakhand,Almora,Gadsari,29.794917,79.163947,Rock Slide 2009
31770,UK/PAU/53K09/2016/76,Uttarakhand,Pauri Garhwal,Dugadda,29.794958,78.596622,Rock Slide NA
31771,UK/PAU/53K13/2016/135,Uttarakhand,Pauri Garhwal,,29.795,78.883,Rock Slide NA
31772,UK/PAU/53K13/2016/121,Uttarakhand,Pauri Garhwal,,29.795,78.817,Rock Slide NA
31773,UK/BAG/53O13/2013/0028,Uttarakhand,Bageshwar,UK_BAG_SH-6_28 600 m west of Rikholi Chak Village,29.795111,79.774611,Rock Fall 16th-17th June 2013
31774,UK/PAU/53K09/2016/184,Uttarakhand,Pauri Garhwal,,29.795217,78.59856,Rock Slide NA
31775,UK/PAU/53K09/2016/83,Uttarakhand,Pauri Garhwal,,29.795449,78.595989,Rock Slide NA
31776,UK/ALM/53O01/2017/34,Uttarakhand,Almora,DotiyalNailDeghat road,29.795582,79.187542,Rock Slide 2011
31777,UK/PAU/53O01/2017/105,Uttarakhand,Pauri Garhwal,NH121,29.796222,79.039583,Debris Flow 2017
31778,UK/PAU/53K09/2016/44,Uttarakhand,Pauri Garhwal,,29.79644,78.430524,Rock Slide NA
31779,UK/PAU/53O01/2017/106,Uttarakhand,Pauri Garhwal,NH121,29.796686,79.043557,Rock Slide 2013
31780,UK/PAU/53K13/2016/136,Uttarakhand,Pauri Garhwal,,29.797,78.877,Debris Slide NA
31781,UK/BAG/53O09/2018/7,Uttarakhand,Bageshwar,Bhoolgaon Bhoolgaon-Bageshwar,29.798813,79.69747,Soil Slide 2018
31782,UK/BAG/53O13/2015/331,Uttarakhand,Bageshwar,,29.798917,79.886972,Rock Fall NA
31783,UK/PAU/53K13/2016/138,Uttarakhand,Pauri Garhwal,,29.799,78.817,Rock Slide NA
31784,UK/PAU/53K09/2016/26,Uttarakhand,Pauri Garhwal,,29.799276,78.666595,Debris Slide NA
31785,UK/PAU/53K13/2016/141,Uttarakhand,Pauri Garhwal,,29.799361,78.754465,Rock Slide NA
31786,UK/PAU/53K13/2016/140,Uttarakhand,Pauri Garhwal,,29.799533,78.753783,Debris Flow NA
31787,UK/PAU/53K09/2016/168,Uttarakhand,Pauri Garhwal,Pulinda,29.799639,78.547788,Rock Slide NA
31788,UK/PAU/53K13/2016/134,Uttarakhand,Pauri Garhwal,,29.8,78.893,Rock Slide NA
31789,UK/PAU/53K09/2016/166,Uttarakhand,Pauri Garhwal,,29.800087,78.562309,Debris Slide NA
31790,UK/PAU/53K13/2016/142,Uttarakhand,Pauri Garhwal,,29.800199,78.756922,Rock Slide NA
31791,UK/PAU/53K09/2016/167,Uttarakhand,Pauri Garhwal,,29.800482,78.547727,Rock Slide NA
31792,UK/PITH/62C05/2013/0057,Uttarakhand,Pithoragarh,UK/Pith/ TawaghatJauljibi/Vil/BE/0057 Village Baluwakot,29.80139,80.42972,Debris cum earth Slide 16th-17th June 2013
31793,UK/PAU/53K13/2016/139,Uttarakhand,Pauri Garhwal,,29.801726,78.751558,Debris Flow NA
31794,UK/PAU/53K09/2016/198,Uttarakhand,Pauri Garhwal,Chameta,29.801817,78.74403,Debris Slide NA
31795,UK/ALM/53O01/2017/35,Uttarakhand,Almora,Dhaneta Talla,29.801936,79.178129,Rock Slide 2014
31796,UK/BAG/53O13/2015/345,Uttarakhand,Bageshwar,,29.802222,79.906667,Rock cum Debris Slide NA
31797,UK/BAG/53O13/2015/348,Uttarakhand,Bageshwar,,29.802419,79.981501,Rock Fall NA
31798,UK/BAG/53O13/2013/0036,Uttarakhand,Bageshwar,UK_BAG_PMGSY_36 Syal Dhunga Village,29.802667,79.921556,Rock cum Debris Slide 16th-17th June 2013
31799,UK/BAG/53O13/2015/346,Uttarakhand,Bageshwar,,29.803211,79.921728,Rock Slide NA
31800,UK/PAU/53K09/2016/19,Uttarakhand,Pauri Garhwal,Pulinda,29.803725,78.54577,Debris Slide NA
31801,UK/ALM/53O01/2017/9,Uttarakhand,Almora,Chani,29.8038,79.213779,Debris Slide 2014
31802,UK/PAU/53K09/2016/165,Uttarakhand,Pauri Garhwal,,29.804064,78.552373,Debris Slide NA
31803,UK/ALM/53O01/2017/36,Uttarakhand,Almora,DotiyalNailDeghat road,29.804621,79.180702,Debris Slide NA
31804,UK/PITH/62C05/2013/0054,Uttarakhand,Pithoragarh,UK/Pith/ TawaghatJauljibi/Vil/BE/0054 Village Kalika-Joshikhet,29.805,80.49472,Debris cum earth Slide 16th-17th June 2013
31805,UK/ALM/53O01/2017/44,Uttarakhand,Almora,DotiyalNailDeghat road,29.80537,79.185025,Rock Slide 2011
31806,UK/BAG/53O13/2015/347,Uttarakhand,Bageshwar,,29.806333,79.961083,Rock Slide NA
31807,UK/BAG/53O13/2015/350,Uttarakhand,Bageshwar,,29.806667,79.980556,Rock Fall NA
31808,UK/BAG/53O09/2018/6,Uttarakhand,Bageshwar,Doba Doba-Bageshwar,29.807068,79.710635,Debris Slide 2018
31809,UK/PAU/53K09/2016/164,Uttarakhand,Pauri Garhwal,,29.807296,78.549982,Debris Slide NA
31810,UK/BAG/53O09/2018/19,Uttarakhand,Bageshwar,Dhari Dhari-Bageshwar,29.807472,79.711967,Debris Slide 2018
31811,UK/BAG/53O13/2013/0027,Uttarakhand,Bageshwar,UK_BAG_SH-6_27 600 m south of Bilaunsera Village,29.807583,79.773083,Rock Fall 16th-17th June 2013
31812,UK/BAG/53O09/2018/5,Uttarakhand,Bageshwar,Dhari Dhari-Bageshwar,29.807583,79.716944,Debris Slide 2016
31813,UK/PAU/53K09/2016/161,Uttarakhand,Pauri Garhwal,,29.807844,78.576231,Debris Slide NA
31814,UK/PAU/53K09/2016/199,Uttarakhand,Pauri Garhwal,Dugadda,29.808045,78.598895,Debris Slide NA
31815,UK/PAU/53K09/2016/14,Uttarakhand,Pauri Garhwal,,29.808248,78.612736,Rock Slide NA
31816,UK/BAG/53O13/2015/349,Uttarakhand,Bageshwar,,29.808333,79.972222,Rock Fall NA
31817,UK/PAU/53K09/2016/21,Uttarakhand,Pauri Garhwal,Dugadda,29.808347,78.613518,Rock Slide NA
31818,UK/PAU/53K09/2016/115,Uttarakhand,Pauri Garhwal,,29.809027,78.60608,Debris Slide NA
31819,UK/PAU/53K09/2016/46,Uttarakhand,Pauri Garhwal,,29.809177,78.541261,Rock Slide NA
31820,UK/PAU/53K09/2016/11,Uttarakhand,Pauri Garhwal,,29.809216,78.613298,Rock Fall NA
31821,UK/PITH/62C05/2013/0042,Uttarakhand,Pithoragarh,UK/Pith/ Munsyari-Jauljibi/ LS/0042 State Highway,29.80944,80.37028,Debris cum earth Fall 2013
31822,UK/ALM/53O01/2017/40,Uttarakhand,Almora,Syalde,29.809452,79.196999,Rock Slide 2011
31823,UK/BAG/53O09/2018/18,Uttarakhand,Bageshwar,Dhari Dhari-Bageshwar,29.810006,79.718188,Debris Slide 2018
31824,UK/PAU/53K09/2016/9,Uttarakhand,Pauri Garhwal,,29.810202,78.618283,Rock Fall NA
31825,UK/PAU/53K09/2016/77,Uttarakhand,Pauri Garhwal,,29.810561,78.593752,Debris Slide NA
31826,UK/PAU/53K09/2016/69,Uttarakhand,Pauri Garhwal,,29.810739,78.73962,Debris Slide NA
31827,UK/BAG/53O09/2018/17,Uttarakhand,Bageshwar,Dhari Dhari-Bageshwar,29.81075,79.718472,Debris Slide 2014
31828,UK/PAU/53K13/2016/133,Uttarakhand,Pauri Garhwal,,29.811,78.889,Rock Slide NA
31829,UK/PAU/53K09/2016/160,Uttarakhand,Pauri Garhwal,,29.811342,78.560762,Debris Slide NA
31830,UK/PAU/53K09/2016/85,Uttarakhand,Pauri Garhwal,Dugadda,29.812501,78.596999,Debris Slide NA
31831,UK/PAU/53K09/2016/159,Uttarakhand,Pauri Garhwal,,29.812786,78.556667,Rock Slide NA
31832,UK/ALM/53O01/2017/10,Uttarakhand,Almora,Kuleta,29.812795,79.222023,Rock Slide 2016
31833,UK/PAU/53K13/2016/155,Uttarakhand,Pauri Garhwal,,29.813,78.904,Rock Slide NA
31834,UK/BAG/53O13/2013/0037,Uttarakhand,Bageshwar,UK_BAG_PMGSY_37 West of Dhapalsera village,29.813056,79.912694,Debris Slide 16th-17th June 2013
31835,UK/ALM/53O01/2017/43,Uttarakhand,Almora,Dhika,29.813658,79.186204,Rock Slide 2011
31836,UK/BAG/53O09/2018/16,Uttarakhand,Bageshwar,Dhari Dhari-Bageshwar,29.813861,79.728583,Debris Slide 2013
31837,UK/PAU/53K13/2016/154,Uttarakhand,Pauri Garhwal,,29.814,78.927,Rock Slide NA
31838,UK/ALM/53O01/2017/39,Uttarakhand,Almora,DotiyalNailDeghat road,29.814174,79.196509,Rock Slide 2009
31839,UK/PAU/53O01/2017/117,Uttarakhand,Pauri Garhwal,Nauwon,29.814383,79.097303,Rock Slide 2012
31840,UK/PAU/53K09/2016/12,Uttarakhand,Pauri Garhwal,,29.814589,78.609862,Rock Slide NA
31841,UK/BAG/53O09/2018/8,Uttarakhand,Bageshwar,Dhari Dhari-Bageshwar,29.815385,79.728751,Rock Fall 2018
31842,UK/BAG/53O09/2018/15,Uttarakhand,Bageshwar,Amsarkot Amsarkot-Bageshwar,29.816028,79.731833,Rock Fall 2013
31843,UK/PAU/53K13/2016/168,Uttarakhand,Pauri Garhwal,,29.816046,78.89589,Rock Slide NA
31844,UK/PAU/53K13/2016/157,Uttarakhand,Pauri Garhwal,,29.816588,78.895758,Debris Slide NA
31845,UK/ALM/53O01/2017/42,Uttarakhand,Almora,Maharoli Talli,29.816631,79.183947,Rock Slide 2011
31846,UK/ALM/53O05/2017/60,Uttarakhand,Almora,Simar road,29.816695,79.360851,Rock Slide 2009
31847,UK/PAU/53K09/2016/49,Uttarakhand,Pauri Garhwal,Ramni,29.816712,78.539947,Rock Slide NA
31848,UK/PAU/53K13/2016/152,Uttarakhand,Pauri Garhwal,,29.817,78.937,Rock Slide NA
31849,UK/PAU/53K13/2016/93,Uttarakhand,Pauri Garhwal,,29.817,78.897,Rock Slide NA
31850,UK/BAG/53O13/2015/334,Uttarakhand,Bageshwar,,29.81725,79.79175,Rock Fall NA
31851,UK/BAG/53O09/2018/14,Uttarakhand,Bageshwar,Amsarkot Amsarkot-Bageshwar,29.817333,79.731806,Debris Slide 2012
31852,UK/PAU/53K13/2016/153,Uttarakhand,Pauri Garhwal,,29.817368,78.931549,Rock Slide NA
31853,UK/ALM/53O01/2017/41,Uttarakhand,Almora,Syalde,29.818419,79.187299,Rock Slide 2014
31854,UK/ALM/53O05/2017/79,Uttarakhand,Almora,Bawansa Talla,29.818624,79.069057,Debris Slide 2011
31855,UK/ALM/53O01/2017/38,Uttarakhand,Almora,DotiyalNailDeghat road,29.819029,79.196182,Debris Slide 2009
31856,UK/ALM/53O01/2017/37,Uttarakhand,Almora,DotiyalNailDeghat road,29.819772,79.197128,Rock Slide 2009
31857,UK/PIT/62C09/2020/26,Uttarakhand,Pithoragarh,Tawa Ghat-Dharchula-Gothi,29.82,80.5,Debris Slide 2013
31858,UK/PAU/53K09/2016/130,Uttarakhand,Pauri Garhwal,,29.820046,78.705068,Debris Slide NA
31859,UK/PAU/53K09/2016/175,Uttarakhand,Pauri Garhwal,,29.821027,78.599025,Rock Slide NA
31860,UK/ALM/53O05/2017/65,Uttarakhand,Almora,Guin Talla,29.821338,79.075172,Rock cum debris Slide 2011
31861,UK/PAU/53O01/2017/104,Uttarakhand,Pauri Garhwal,NH121,29.821648,79.066877,Debris Slide NA
31862,UK/PAU/53K09/2016/129,Uttarakhand,Pauri Garhwal,,29.821964,78.706875,Rock Slide NA
31863,UK/PAU/53K09/2016/25,Uttarakhand,Pauri Garhwal,MariaKhal,29.822208,78.649691,Debris Slide NA
31864,UK/PAU/53K09/2016/127,Uttarakhand,Pauri Garhwal,Godi,29.822375,78.607718,Debris Slide NA
31865,UK/PAU/53K09/2016/40,Uttarakhand,Pauri Garhwal,,29.822439,78.542017,Rock Slide NA
31866,UK/PAU/53K13/2016/151,Uttarakhand,Pauri Garhwal,,29.822853,78.948894,Rock Slide NA
31867,UK/PAU/53K09/2016/29,Uttarakhand,Pauri Garhwal,,29.822863,78.543805,Rock Slide NA
31868,UK/PAU/53K13/2016/127,Uttarakhand,Pauri Garhwal,,29.82303,78.860671,Rock Slide NA
31869,UK/PAU/53O01/2017/103,Uttarakhand,Pauri Garhwal,NH121,29.823459,79.06736,Rock Slide 2011
31870,UK/PITH/62C09/2013/0053,Uttarakhand,Pithoragarh,UK/Pith/Tawaghat-Jauljibi/ Vil/BE/0053 Village Nigalpani & Gothi,29.82361,80.50722,Rock cum Debris Slide 16th-17th June 2013
31871,UK/BAG/53O13/2013/0035,Uttarakhand,Bageshwar,UK_BAG_PMGSY_ 35 Saukhola Village,29.823611,79.8765,Rock Slide 16th-17th June 2013
31872,UK/PAU/53K09/2016/47,Uttarakhand,Pauri Garhwal,,29.823662,78.537939,Rock Slide NA
31873,UK/PAU/53K13/2016/128,Uttarakhand,Pauri Garhwal,,29.823773,78.863744,Debris Slide NA
31874,UK/PAU/53K09/2016/150,Uttarakhand,Pauri Garhwal,,29.824616,78.709797,Debris Slide NA
31875,UK/PAU/53K09/2016/111,Uttarakhand,Pauri Garhwal,,29.824742,78.718338,Debris Slide NA
31876,UK/BAG/53O09/2018/13,Uttarakhand,Bageshwar,Amsarkot Amsarkot-Bageshwar,29.824833,79.740889,Debris Slide 2018
31877,UK/PAU/53K13/2016/150,Uttarakhand,Pauri Garhwal,,29.825053,78.949714,Rock Slide NA
31878,UK/PAU/53K09/2016/15,Uttarakhand,Pauri Garhwal,,29.825212,78.594693,Rock Slide NA
31879,UK/PAU/53K13/2016/126,Uttarakhand,Pauri Garhwal,Kanda Malla,29.825291,78.951698,Rock Slide NA
31880,UK/PIT/62C01/2015/410,Uttarakhand,Pithoragarh,,29.825306,80.090917,Rock cum Debris Fall NA
31881,UK/PIT/62C01/2015/411,Uttarakhand,Pithoragarh,,29.825306,80.090917,Rock cum Debris Fall NA
31882,UK/PIT/62C01/2015/408,Uttarakhand,Pithoragarh,,29.825306,80.090917,Rock cum Debris Fall NA
31883,UK/PIT/62C01/2015/409,Uttarakhand,Pithoragarh,,29.825306,80.090917,Rock Fall NA
31884,UK/BAG/53O13/2013/0013,Uttarakhand,Bageshwar,UK_BAG_SH-11_ 13 Mankot road subsidence,29.825361,79.815944,Earth Slump 16th-17th June 2013
31885,UK/BAG/53O13/2015/333,Uttarakhand,Bageshwar,,29.825912,79.778448,Rock cum Debris Slide NA
31886,UK/PAU/53K13/2016/169,Uttarakhand,Pauri Garhwal,,29.826,78.943,Rock Slide NA
31887,UK/PAU/53K13/2016/145,Uttarakhand,Pauri Garhwal,,29.826,78.977,Rock Slide NA
31888,UK/PITH/62C01/2013/0003,Uttarakhand,Chamoli,UK/Pith/ Seraghat- Thal/SZ/0003 State Highway,29.82639,80.11694,Debris cum earth Subsidence 16th-17th June 2013
31889,UK/PAU/53K13/2016/130,Uttarakhand,Pauri Garhwal,,29.826892,78.871768,Rock Slide NA
31890,UK/PAU/53K09/2016/163,Uttarakhand,Pauri Garhwal,,29.827006,78.500812,Rock Slide NA
31891,UK/PAU/53K09/2016/16,Uttarakhand,Pauri Garhwal,,29.827009,78.596896,Debris Slide NA
31892,UK/PITH/62C01/2013/0004,Uttarakhand,Pithoragarh,UK/Pith/ Seraghat- Thal/LS/0004 State Highway,29.82722,80.11972,Debris cum earth Flow 16th-17th June 2013
31893,UK/PAU/53K09/2016/43,Uttarakhand,Pauri Garhwal,,29.827488,78.498522,Rock Slide NA
31894,UK/PAU/53O01/2017/102,Uttarakhand,Pauri Garhwal,Right bank of purvi nayar river,29.827877,79.058041,Debris Slide 2009
31895,UK/PAU/53K13/2016/129,Uttarakhand,Pauri Garhwal,,29.827913,78.870396,Rock Slide NA
31896,UK/BAG/53O13/2015/332,Uttarakhand,Bageshwar,,29.82822,79.775016,Debris Slide NA
31897,UK/BAG/53O13/2015/340,Uttarakhand,Bageshwar,,29.828503,79.898567,Debris Slide NA
31898,UK/PAU/53K09/2016/8,Uttarakhand,Pauri Garhwal,,29.829043,78.681199,Rock Fall NA
31899,UK/PITH/62C05/2013/0040,Uttarakhand,Pithoragarh,UK/Pith/ MunsyariJauljibi/Vil/BE/0040 Ghatta Bagar village,29.82917,80.36611,Earth cum Rock Slide 16th-17th June 2013
31900,UK/PAU/53K09/2016/42,Uttarakhand,Pauri Garhwal,,29.82931,78.526817,Rock Slide NA
31901,UK/PAU/53K13/2016/132,Uttarakhand,Pauri Garhwal,,29.829834,78.874938,Rock Slide NA
31902,UK/PAU/53K09/2016/38,Uttarakhand,Pauri Garhwal,Balli,29.829883,78.503783,Rock Slide NA
31903,UK/PAU/53O01/2017/96,Uttarakhand,Pauri Garhwal,BironkhalRikhnikhalKotdwara Marg,29.830485,79.002984,Rock Slide 2013
31904,UK/PAU/53O01/2017/95,Uttarakhand,Pauri Garhwal,BironkhalRikhnikhalKotdwara Marg,29.830531,79.002536,Rock Slide 2013
31905,UK/PAU/53K13/2016/143,Uttarakhand,Pauri Garhwal,,29.831,78.997,Rock Slide NA
31906,UK/PIT/62C01/2015/407,Uttarakhand,Pithoragarh,,29.8312,80.116072,Rock cum Debris Slide NA
31907,UK/PAU/53K09/2016/13,Uttarakhand,Pauri Garhwal,,29.831502,78.600294,Rock Slide NA
31908,UK/PAU/53K13/2016/156,Uttarakhand,Pauri Garhwal,,29.83161,78.897483,Rock Slide NA
31909,UK/BAG/53O13/2013/0012,Uttarakhand,Bageshwar,UK_BAG_SH-11_ 12 Near Chhati Viilage,29.831972,79.797556,Debris Flow 16th-17th June 2013
31910,UK/BAG/53O13/2015/328,Uttarakhand,Bageshwar,,29.832111,79.799056,Rock Slide NA
31911,UK/BAG/53O13/2015/329,Uttarakhand,Bageshwar,,29.832306,79.801611,Rock Fall NA
31912,UK/PAU/53K13/2016/144,Uttarakhand,Pauri Garhwal,,29.832364,78.987403,Debris Slide NA
31913,UK/PAU/53O01/2017/99,Uttarakhand,Pauri Garhwal,NH121,29.833143,79.045469,Rock cum debris Slide 2012
31914,UK/PAU/53O01/2017/101,Uttarakhand,Pauri Garhwal,NH121,29.833155,79.05763,Debris Slide 2013
31915,UK/BAG/53O13/2013/0038,Uttarakhand,Bageshwar,UK_BAG_Sh-11_ 38 Near Udena village,29.833528,79.822778,Debris Slide 16th-17th June 2013
31916,UK/PAU/53O01/2017/100,Uttarakhand,Pauri Garhwal,NH121,29.833591,79.045177,Debris Slide 2012
31917,UK/PAU/53K09/2016/73,Uttarakhand,Pauri Garhwal,,29.833835,78.710154,Debris Slide NA
31918,UK/PAU/53K09/2016/28,Uttarakhand,Pauri Garhwal,Lansdowne,29.833874,78.695542,Debris Slide NA
31919,UK/BAG/53O13/2013/0069,Uttarakhand,Bageshwar,UK_BAG_PMGSY_69 Dhalmalla- Khanoli Road Section,29.833944,79.872889,Rock cum Debris Slide 16th-17th June 2013
31920,UK/PAU/53K09/2016/57,Uttarakhand,Pauri Garhwal,,29.83434,78.598053,Debris Slide NA
31921,UK/PAU/53O01/2017/98,Uttarakhand,Pauri Garhwal,BironkhalRikhnikhalKotdwara Marg,29.834723,79.017239,Rock Slide 2012
31922,UK/BAG/53O13/2015/330,Uttarakhand,Bageshwar,,29.834861,79.869421,Rock cum Debris Slide NA
31923,UK/BAG/53O13/2013/0068,Uttarakhand,Bageshwar,UK_BAG_PMGSY_68 Dhalmalla- Khanoli Road Section,29.835472,79.874556,Rock cum Debris Slide 16th-17th June 2013
31924,UK/PAU/53O01/2017/97,Uttarakhand,Pauri Garhwal,BironkhalRikhnikhalKotdwara Marg,29.836447,79.019369,Rock Slide 2012
31925,UK/BAG/53O13/2015/342,Uttarakhand,Bageshwar,,29.836583,79.780889,Rock Fall NA
31926,UK/BAG/52O13/2013/0001,Uttarakhand,Bageshwar,UK_BAG_SH-11_ 01 Nearly 4.5 km from Bageshwar,29.836611,79.788889,Rock cum Debris Slide NA
31927,UK/PAU/53K09/2016/62,Uttarakhand,Pauri Garhwal,,29.836855,78.597226,Debris Slide NA
31928,UK/PAU/53O01/2017/94,Uttarakhand,Pauri Garhwal,NH121,29.837642,79.04286,Rock cum debris Slide 2012
31929,UK/PAU/53K13/2016/148,Uttarakhand,Pauri Garhwal,,29.837812,78.980182,Rock Slide NA
31930,UK/BAG/52O13/2013/0002,Uttarakhand,Bageshwar,UK_BAG_NH_ 02 Nearly 5 km from Bageshwar,29.838639,79.792167,NA 16th-17th June 2013
31931,UK/PAU/53K13/2016/149,Uttarakhand,Pauri Garhwal,,29.838648,78.980377,Rock Slide NA
31932,UK/ALM/53O05/2017/58,Uttarakhand,Almora,Forest,29.839139,79.446824,Debris Slide 2011
31933,UK/BAG/53O13/2013/0067,Uttarakhand,Bageshwar,UK_BAG_PMGSY_67 Bijaipur Ora-Dhupti Road Section,29.839306,79.9205,Rock cum Debris Slide 16th-17th June 2013
31934,UK/BAG/53O13/2015/343,Uttarakhand,Bageshwar,,29.839306,79.9205,Rock cum Debris Slide NA
31935,UK/BAG/53O13/2015/293,Uttarakhand,Bageshwar,,29.83945,79.799478,Rock Fall NA
31936,UK/BAG/53O13/2015/341,Uttarakhand,Bageshwar,,29.839939,79.869903,Rock Slide NA
31937,UK/ALM/53O01/2017/12,Uttarakhand,Almora,AikukhetJhag road,29.839969,79.136536,Rock Slide 2011
31938,UK/PAU/53K09/2016/79,Uttarakhand,Pauri Garhwal,,29.840155,78.702449,Debris Slide NA
31939,UK/BAG/53O13/2013/0066,Uttarakhand,Bageshwar,UK_BAG_PMGSY_66 Bijaipur Ora-Dhupti Road Section,29.840278,79.928361,Rock cum Debris Flow 16th-17th June 2013
31940,UK/BAG/53O13/2015/344,Uttarakhand,Bageshwar,,29.840298,79.928481,Rock Slide NA
31941,UK/PAU/53K09/2016/60,Uttarakhand,Pauri Garhwal,,29.84111,78.599614,Rock Fall NA
31942,UK/PAU/53K13/2016/102,Uttarakhand,Pauri Garhwal,,29.841318,78.984692,Debris Slide NA
31943,UK/BAG/53O13/2015/294,Uttarakhand,Bageshwar,,29.841672,79.797239,Rock cum Debris Slide NA
31944,UK/BAG/53O13/2015/289,Uttarakhand,Bageshwar,,29.842841,79.767303,Rock cum Debris Slide NA
31945,UK/BAG/53O13/2013/0003,Uttarakhand,Bageshwar,UK_BAG_SH-11_ 03 Nearly 6.5 km from Bageshwar,29.843194,79.797222,Rock cum Debris Slide 16th-17th June 2013
31946,UK/PAU/53O01/2017/116,Uttarakhand,Pauri Garhwal,Bandarkhuta,29.843256,79.093631,Rock Slide 2015
31947,UK/BAG/53O13/2015/318,Uttarakhand,Bageshwar,,29.843671,79.960763,Rock Fall NA
31948,UK/BAG/53O13/2013/0014,Uttarakhand,Bageshwar,UK_BAG_SH-11_ 14 Kanda 12 km milestone and Kameridevi 1 km,29.843722,79.960722,Rock Fall 16th-17th June 2013
31949,UK/PAU/53K09/2016/66,Uttarakhand,Pauri Garhwal,,29.843906,78.724534,Debris Slide NA
31950,UK/PAU/53O01/2017/114,Uttarakhand,Pauri Garhwal,Bandarkhuta,29.844796,79.085754,Rock Slide 2012
31951,UK/PAU/53K09/2016/61,Uttarakhand,Pauri Garhwal,,29.844845,78.600763,Rock Slide NA
31952,UK/PAU/53K09/2016/67,Uttarakhand,Pauri Garhwal,,29.845208,78.722552,Debris Slide NA
31953,UK/PAU/53K13/2016/147,Uttarakhand,Pauri Garhwal,,29.845511,78.976995,Debris Slide NA
31954,UK/BAG/53O13/2015/290,Uttarakhand,Bageshwar,,29.845578,79.797223,Debris Slide NA
31955,UK/ALM/53O05/2017/83,Uttarakhand,Almora,Bamankhola,29.846156,79.213802,Rock Slide 2014
31956,UK/PAU/53O01/2017/115,Uttarakhand,Pauri Garhwal,Bandarkhuta,29.846318,79.090592,Debris Flow 2015
31957,UK/PITH/62C09/2013/0052,Uttarakhand,Pithoragarh,UK/Pith/ TawaghatJauljibi/Vil/BE/0052 Village Dharchula,29.84667,80.53639,Rock cum Debris Slide 16th-17th June 2013
31958,UK/PAU/53K13/2016/146,Uttarakhand,Pauri Garhwal,,29.847305,78.976638,Rock Slide NA
31959,UK/PAU/53O01/2017/113,Uttarakhand,Pauri Garhwal,Bandarkhuta,29.847442,79.086055,Rock Slide 2012
31960,UK/BAG/53O13/2015/291,Uttarakhand,Bageshwar,,29.847847,79.756697,Rock cum Debris Slide NA
31961,UK/PAU/53K09/2016/34,Uttarakhand,Pauri Garhwal,,29.848671,78.710764,Debris Slide NA
31962,UK/PAU/53K09/2016/116,Uttarakhand,Pauri Garhwal,,29.849139,78.711093,Debris Slide NA
31963,UK/PAU/53K13/2016/101,Uttarakhand,Pauri Garhwal,,29.850585,78.858173,Debris Slide NA
31964,UK/PAU/53K13/2016/104,Uttarakhand,Pauri Garhwal,,29.850862,78.849348,Debris Slide NA
31965,UK/PIT/62C01/2015/406,Uttarakhand,Pithoragarh,,29.850942,80.016361,Rock cum Debris Flow NA
31966,UK/PAU/53K13/2016/103,Uttarakhand,Pauri Garhwal,,29.851523,78.849715,Debris Flow NA
31967,UK/BAG/53O13/2015/292,Uttarakhand,Bageshwar,,29.851683,79.775017,Debris Slide NA
31968,UK/ALM/53O01/2017/1,Uttarakhand,Almora,Syalde,29.852501,79.213432,Debris Flow 2011
31969,UK/ALM/53O05/2017/57,Uttarakhand,Almora,Forest,29.853841,79.427874,Debris Slide 2011
31970,UK/PITH/62C09/2013/0051,Uttarakhand,Pithoragarh,UK/Pith/ TawaghatJauljibi/Vil/BE/0051 Village Khotala,29.85417,80.54944,Rock cum Debris Slide 16th-17th June 2013
31971,UK/PAU/53K13/2016/109,Uttarakhand,Pauri Garhwal,,29.85536,78.825739,Debris Slide NA
31972,UK/ALM/53O01/2017/2,Uttarakhand,Almora,Bauligaon,29.855362,79.205448,Debris Slide 2009
31973,UK/PAU/53K13/2016/107,Uttarakhand,Pauri Garhwal,,29.855822,78.828401,Debris Slide NA
31974,UK/PAU/53K13/2016/108,Uttarakhand,Pauri Garhwal,,29.856044,78.826136,Rock Slide NA
31975,UK/PAU/53K13/2016/112,Uttarakhand,Pauri Garhwal,,29.857,78.81,Debris Slide NA
31976,UK/PAU/53K13/2016/110,Uttarakhand,Pauri Garhwal,,29.857732,78.826666,Debris Slide NA
31977,UK/PAU/53K13/2016/105,Uttarakhand,Pauri Garhwal,,29.858114,78.836989,Rock Slide NA
31978,UK/PAU/53K13/2016/106,Uttarakhand,Pauri Garhwal,,29.858196,78.8347,Rock Slide NA
31979,UK/PAU/53K13/2016/111,Uttarakhand,Pauri Garhwal,,29.858827,78.824634,Rock Slide NA
31980,UK/PAU/53K05/2016/21,Uttarakhand,Pauri Garhwal,Dundeka,29.860258,78.497537,Debris Slide NA
31981,UK/ALM/53O01/2017/3,Uttarakhand,Almora,Balmaro,29.861075,79.204587,Rock Slide 2012
31982,UK/BAG/53O13/2015/284,Uttarakhand,Bageshwar,,29.861326,79.785994,Debris Slide 2012
31983,UK/PAU/53O01/2017/93,Uttarakhand,Pauri Garhwal,NH121 near Gurinda,29.861943,79.017563,Rock Slide 2012
31984,UK/ALM/53O05/2017/80,Uttarakhand,Almora,Antpur,29.862076,79.007199,Rock Slide 2009
31985,UK/PAU/53K09/2016/65,Uttarakhand,Pauri Garhwal,Gairgaddu,29.86242,78.725173,Rock Slide NA
31986,UK/PAU/53K09/2016/71,Uttarakhand,Pauri Garhwal,,29.862501,78.723117,Rock Slide NA
