sl_no,slide_no,state,district,location_details,latitude,longitude,material_movement_history_raw
31538,UK/PIT/62C06/2017/13,Uttarakhand,Pithoragarh,Birkanaj,29.664951,80.336221,Rock Slide NA
31539,UK/PIT/62C06/2017/4,Uttarakhand,Pithoragarh,Shadgarh,29.66531,80.269799,Rock cum debris Slide 2017
31540,UK/PAU/53K14/2016/1,Uttarakhand,Pauri Garhwal,Road to Ghorkhand,29.66593,78.988123,Rock Slide NA
31541,UK/ALM/53O14/2015/1322,Uttarakhand,Almora,,29.6661,79.7667,Debris Slide NA
31542,UK/ALM/53O14/2015/1321,Uttarakhand,Almora,,29.6667,79.7747,Debris Slide NA
31543,UK/PIT/62C06/2017/5,Uttarakhand,Pithoragarh,Kanalichina,29.667054,80.268681,Rock Slide 2017
31544,UK/PAU/53K14/2016/3,Uttarakhand,Pauri Garhwal,Road to Ghorkhand,29.667211,78.98775,Rock Slide NA
31545,UK/PIT/62C06/2017/6,Uttarakhand,Pithoragarh,,29.667582,80.267611,Rock Slide 2017
31546,UK/PAU/53O02/2017/86,Uttarakhand,Pauri Garhwal,Kinath,29.668287,79.07634,Rock Slide 2013
31547,UK/ALM/53O06/2017/4,Uttarakhand,Almora,Forest,29.668611,79.282222,Debris Slide NA
31548,UK/PAU/53O02/2017/85,Uttarakhand,Pauri Garhwal,Kinath,29.669243,79.076167,Rock Slide 2013
31549,UK/ALM/53O06/2017/1,Uttarakhand,Almora,Kaloura,29.671236,79.466566,Debris Slide NA
31550,UK/PIT/62C06/2017/9,Uttarakhand,Pithoragarh,Kanalichina,29.672028,80.26343,Rock Slide 2017
31551,UK/PIT/62C06/2017/7,Uttarakhand,Pithoragarh,Kanalichina,29.672165,80.2623,Rock Slide 2017
31552,UK/PIT/62C06/2017/14,Uttarakhand,Pithoragarh,,29.672241,80.352287,Debris Slide NA
31553,UK/PAU/53K14/2016/13,Uttarakhand,Pauri Garhwal,,29.673,78.909,Rock Slide NA
31554,UK/PIT/62C06/2017/16,Uttarakhand,Pithoragarh,,29.673572,80.375032,Debris Slide NA
31555,UK/PIT/62C06/2017/15,Uttarakhand,Pithoragarh,Pipli,29.673572,80.375032,Debris Slide NA
31556,UK/PIT/62C06/2017/12,Uttarakhand,Pithoragarh,,29.673644,80.340172,Rock Slide NA
31557,UK/ALM/53O06/2017/2,Uttarakhand,Almora,Forest,29.673983,79.273005,Debris Slide 2017
31558,UK/ALM/53O06/2017/35,Uttarakhand,Almora,Forest,29.674003,79.28329,Rock Slide NA
31559,UK/ALM/53O14/2015/1323,Uttarakhand,Almora,,29.674026,79.804944,Debris Slide NA
31560,UK/PIT/62C06/2017/10,Uttarakhand,Pithoragarh,Kanalichina,29.674325,80.269556,Debris Slide 2016
31561,UK/ALM/53O06/2017/3,Uttarakhand,Almora,Forest,29.675059,79.28374,Rock Slide 2014
31562,UK/PIT/62C02/2015/510,Uttarakhand,Pithoragarh,,29.675222,80.231361,Rock Composite NA
31563,UK/PIT/62C06/2017/19,Uttarakhand,Pithoragarh,KANALICHINA,29.675532,80.271407,Debris Slide NA
31564,UK/PIT/62C02/2015/479,Uttarakhand,Pithoragarh,,29.676351,80.097439,Debris Slide NA
31565,UK/ALM/53O10/2015/1301,Uttarakhand,Almora,,29.677667,79.5635,Rock Slide NA
31566,UK/ALM/53O14/2015/1326,Uttarakhand,Almora,,29.678662,79.894059,Debris Slide NA
31567,UK/PIT/62C06/2017/20,Uttarakhand,Pithoragarh,RITGARA,29.678813,80.271567,Rock Slide NA
31568,UK/PAU/53O02/2017/54,Uttarakhand,Pauri Garhwal,Forest,29.679059,79.067813,Rock Slide 2014
31569,UK/PAU/53O02/2017/55,Uttarakhand,Pauri Garhwal,Pultanda,29.681667,79.061107,Rock Slide 2014
31570,UK/PAU/53O02/2017/58,Uttarakhand,Pauri Garhwal,Utindagaon,29.682467,79.052059,Rock Slide NA
31571,UK/ALM/53O14/2015/1324,Uttarakhand,Almora,,29.682607,79.814875,Debris Slide NA
31572,UK/PIT/62C06/2017/17,Uttarakhand,Pithoragarh,,29.682715,80.374237,Debris Slide NA
31573,UK/PAU/53K14/2016/2,Uttarakhand,Pauri Garhwal,,29.682953,78.999077,Rock Slide NA
31574,UK/PIT/62C06/2017/18,Uttarakhand,Pithoragarh,,29.683837,80.376263,Debris Slide NA
31575,UK/PAU/53O02/2017/56,Uttarakhand,Pauri Garhwal,Pultanda,29.683904,79.051262,Rock Slide 2013
31576,UK/ALM/53O10/2015/1298,Uttarakhand,Almora,,29.684083,79.724333,Debris Slide NA
31577,UK/ALM/53O14/2015/1325,Uttarakhand,Almora,,29.684544,79.816555,Debris Slide NA
31578,UK/PIT/62C06/2017/34,Uttarakhand,Pithoragarh,,29.684952,80.287402,Rock Slide 2012
31579,UK/ALM/53O10/2015/1302,Uttarakhand,Almora,,29.68525,79.55225,Rock Slide NA
31580,UK/PIT/62C06/2017/11,Uttarakhand,Pithoragarh,Dundu,29.685869,80.322893,Rock Slide NA
31581,UK/PIT/62C06/2017/43,Uttarakhand,Pithoragarh,Malan,29.686914,80.256746,Rock Slide 2016
31582,UK/PAU/53O02/2017/82,Uttarakhand,Pauri Garhwal,Amkholi,29.687721,79.074614,Rock Slide 2013
31583,UK/PIT/62C02/2015/516,Uttarakhand,Pithoragarh,,29.688529,80.00186,Rock Slide NA
31584,UK/ALM/53O10/2015/1305,Uttarakhand,Almora,,29.688583,79.550917,Debris Slide NA
31585,UK/PIT/62C02/2015/517,Uttarakhand,Pithoragarh,,29.688931,80.001659,Rock Slide NA
31586,UK/PAU/53O02/2017/83,Uttarakhand,Pauri Garhwal,Amkholi,29.688968,79.073803,Rock Slide 2013
31587,UK/PAU/53K14/2016/17,Uttarakhand,Pauri Garhwal,Road to Dewari,29.689239,78.899036,Rock Slide NA
31588,UK/PAU/53O02/2017/57,Uttarakhand,Pauri Garhwal,Amkholi,29.689263,79.072339,Rock Slide NA
31589,UK/PIT/62C02/2015/515,Uttarakhand,Pithoragarh,,29.689306,80.00075,Rock Slide NA
31590,UK/PIT/62C02/2015/514,Uttarakhand,Pithoragarh,,29.689556,80.0005,Rock Slide NA
31591,UK/PAU/53O02/2017/84,Uttarakhand,Pauri Garhwal,Amkholi,29.69018,79.071683,Rock Slide 2013
31592,UK/ALM/53O06/2017/40,Uttarakhand,Almora,Bhikiyasain,29.69139,79.272552,Rock cum debris Slide NA
31593,UK/ALM/53O02/2017/20,Uttarakhand,Almora,Manuli,29.691396,79.23879,Rock Slide 2017
31594,UK/BAG/53O14/2015/1338,Uttarakhand,Bageshwar,,29.691488,79.867076,Debris Slide NA
31595,UK/PIT/62C06/2017/35,Uttarakhand,Pithoragarh,LAKHANPUR,29.691973,80.314322,Rock Slide 2017
31596,UK/PAU/53K14/2016/15,Uttarakhand,Pauri Garhwal,,29.692,78.908,Rock Slide NA
31597,UK/PIT/62C06/2017/36,Uttarakhand,Pithoragarh,Kandali,29.69206,80.315785,Rock Slide NA
31598,UK/PIT/62C06/2017/37,Uttarakhand,Pithoragarh,,29.692197,80.318907,Rock Slide 2014
31599,UK/PAU/53K14/2016/18,Uttarakhand,Pauri Garhwal,,29.692393,78.915386,Rock Slide NA
31600,UK/ALM/53O14/2015/1327,Uttarakhand,Almora,,29.692924,79.816036,Rock Slide NA
31601,UK/PAU/53K14/2016/14,Uttarakhand,Pauri Garhwal,,29.693145,78.902758,Rock Slide NA
31602,UK/PAU/53K14/2016/16,Uttarakhand,Pauri Garhwal,,29.69332,78.904246,Rock Slide NA
31603,UK/PIT/62C06/2017/38,Uttarakhand,Pithoragarh,Gudar,29.693414,80.31978,Rock Slide 2017
31604,UK/BAG/53O14/2015/1337,Uttarakhand,Bageshwar,,29.6936,79.8608,Debris Slide NA
31605,UK/PIT/53O14/2015/1366,Uttarakhand,Pithoragarh,,29.694997,79.978128,Rock Slide NA
31606,UK/BAG/53O14/2015/1339,Uttarakhand,Bageshwar,,29.69564,79.872488,Debris Slide NA
31607,UK/ALM/53O10/2015/1304,Uttarakhand,Almora,,29.695833,79.571917,Rock Slide NA
31608,UK/PIT/62C02/2015/509,Uttarakhand,Pithoragarh,,29.696889,80.246444,Debris Slide NA
31609,UK/ALM/53O06/2017/41,Uttarakhand,Almora,Forest,29.697054,79.287926,Rock Slide NA
31610,UK/BAG/53O14/2015/1340,Uttarakhand,Bageshwar,,29.6989,79.8703,Debris Slide NA
31611,UK/PIT/62C06/2017/21,Uttarakhand,Pithoragarh,,29.699358,80.265527,Rock Slide NA
31612,UK/BAG/53O14/2015/1341,Uttarakhand,Bageshwar,,29.7006,79.8772,Debris Slide NA
31613,UK/BAG/53O14/2015/1328,Uttarakhand,Bageshwar,,29.702343,79.818362,Debris Slide NA
31614,UK/PIT/62C06/2017/22,Uttarakhand,Pithoragarh,,29.705019,80.260126,Rock Slide NA
31615,UK/ALM/53O10/2015/1306,Uttarakhand,Almora,,29.706923,79.558284,Debris Slide NA
31616,UK/PIT/62C02/2015/448,Uttarakhand,Pithoragarh,,29.708848,80.157662,Rock Composite NA
31617,UK/PIT/53O14/2015/1342,Uttarakhand,Pithoragarh,,29.708986,79.917301,Debris Slide NA
31618,UK/ALM/53O02/2017/21,Uttarakhand,Almora,Kundil Syautari,29.709889,79.249417,Rock Slide 2017
31619,UK/PIT/62C02/2015/508,Uttarakhand,Pithoragarh,,29.710019,80.182883,Debris Slide NA
31620,UK/PIT/62C06/2017/23,Uttarakhand,Pithoragarh,,29.710329,80.262739,Rock Slide NA
31621,UK/PIT/62C02/2015/447,Uttarakhand,Pithoragarh,,29.71178,80.156504,Debris Slide NA
31622,UK/ALM/53O02/2017/68,Uttarakhand,Almora,Myalgaon,29.713618,79.134575,Rock Slide 2011
31623,UK/PAU/53O02/2017/28,Uttarakhand,Pauri Garhwal,Bhandar,29.713777,79.098999,Rock Slide 2011
31624,UK/PIT/62C06/2017/41,Uttarakhand,Pithoragarh,Mitra,29.71427,80.278017,Debris Slide NA
31625,UK/PIT/62C06/2017/42,Uttarakhand,Pithoragarh,Mitra,29.714444,80.280556,Rock Slide NA
31626,UK/ALM/53O10/2015/1307,Uttarakhand,Almora,,29.715,79.576667,Debris Slide NA
31627,UK/PIT/62C06/2017/24,Uttarakhand,Pithoragarh,,29.715585,80.265486,Rock Slide 2017
31628,UK/PIT/62C06/2017/40,Uttarakhand,Pithoragarh,Potli,29.715619,80.277847,Rock cum debris Slide NA
31629,UK/PIT/62C06/2017/39,Uttarakhand,Pithoragarh,Poth,29.715924,80.276865,Debris Slide 2017
31630,UK/ALM/53O06/2017/42,Uttarakhand,Almora,Ghanohit,29.716476,79.265612,Debris Slide NA
31631,UK/ALM/53O10/2015/1310,Uttarakhand,Almora,,29.716583,79.602917,Rock Slide NA
31632,UK/PIT/62C02/2015/507,Uttarakhand,Pithoragarh,,29.716861,80.186208,Rock Slide NA
31633,UK/PIT/62C06/2017/25,Uttarakhand,Pithoragarh,,29.71762,80.27577,Rock Slide 2017
31634,UK/ALM/53O10/2015/1295,Uttarakhand,Almora,,29.718833,79.633917,Debris Slide NA
31635,UK/ALM/53O06/2017/29,Uttarakhand,Almora,Ghanohit,29.720222,79.259939,Rock Slide 2011
31636,UK/PIT/62C06/2017/33,Uttarakhand,Pithoragarh,,29.722754,80.335304,Rock Slide 2015
31637,UK/PAU/53K14/2016/22,Uttarakhand,Pauri Garhwal,,29.72278,78.864961,Rock Slide NA
31638,UK/ALM/53O10/2015/1309,Uttarakhand,Almora,,29.722833,79.601667,Rock Slide NA
31639,UK/BAG/53O14/2015/1329,Uttarakhand,Bageshwar,,29.72358,79.787135,Debris Slide NA
31640,UK/ALM/53O10/2015/1308,Uttarakhand,Almora,,29.724667,79.593083,Rock Slide NA
31641,UK/PAU/53K14/2016/21,Uttarakhand,Pauri Garhwal,,29.724782,78.873783,Debris Slide NA
31642,UK/PIT/62C06/2017/26,Uttarakhand,Pithoragarh,BANDARIMA,29.727222,80.276917,Rock Slide 2017
31643,UK/PAU/53K14/2016/20,Uttarakhand,Pauri Garhwal,,29.728,78.884,Debris Flow NA
31644,UK/PIT/62C06/2017/29,Uttarakhand,Pithoragarh,,29.728622,80.272445,Rock Slide 2016
31645,UK/CHA/62C06/2017/111,Uttarakhand,Champawat,PANTGAON,29.731263,80.335038,Debris Slide NA
31646,UK/PAU/53K14/2016/19,Uttarakhand,Pauri Garhwal,,29.732,78.882,Debris Flow NA
31647,UK/PIT/62C06/2017/28,Uttarakhand,Pithoragarh,NARET,29.733994,80.316378,Rock Slide 2016
31648,UK/PIT/62C06/2017/30,Uttarakhand,Pithoragarh,GHUMKOT,29.734472,80.273785,Rock Slide 2017
31649,UK/PIT/62C02/2015/478,Uttarakhand,Pithoragarh,,29.737407,80.077215,Debris Slide NA
31650,UK/ALM/53O06/2017/66,Uttarakhand,Almora,Bagwalipokhar,29.73796,79.488559,Rock Slide 2014
31651,UK/ALM/53O02/2017/26,Uttarakhand,Almora,Naula,29.738916,79.24565,Debris Slide 2017
31652,UK/PIT/53O14/2015/1343,Uttarakhand,Pithoragarh,,29.740282,79.905795,Debris Slide NA
31653,UK/PIT/53O14/2015/1344,Uttarakhand,Pithoragarh,,29.740532,79.895999,Debris Slide NA
31654,UK/PIT/62C06/2017/32,Uttarakhand,Pithoragarh,HACHILA,29.7415,80.2725,Rock Slide NA
31655,UK/BAG/53O14/2013/0072,Uttarakhand,Bageshwar,UK_BAG_PMGSY_72 Kathpuria Chinna-Raikholi-Baudi Road Section,29.741889,79.801278,Rock cum Debris Slide 16th-17th June 2013
31656,UK/PIT/62C02/2015/477,Uttarakhand,Pithoragarh,,29.742938,80.046214,Debris Slide NA
31657,UK/PIT/62C02/2015/476,Uttarakhand,Pithoragarh,,29.745422,80.046681,Debris Slide NA
31658,UK/PIT/62C06/2017/27,Uttarakhand,Pithoragarh,SARAULI,29.745987,80.303395,Debris Slide NA
31659,UK/PAU/53K13/2016/98,Uttarakhand,Pauri Garhwal,Road to Sanglakoti,29.747642,78.780745,Rock Slide NA
31660,UK/PIT/62C06/2017/31,Uttarakhand,Pithoragarh,GUMKOT,29.748428,80.28129,Rock Slide 2017
31661,UK/BAG/53O13/2015/327,Uttarakhand,Bageshwar,,29.750583,79.754306,Debris Slide 2013
31662,UK/PAU/53O01/2017/107,Uttarakhand,Pauri Garhwal,Jaraukhad,29.751044,79.041216,Debris Slide 2012
31663,UK/BAG/53O14/2013/0071,Uttarakhand,Bageshwar,UK_BAG_PMGSY_71 Kathpuria Chinna-Raikholi-Baudi Road Section,29.751472,79.779667,Rock cum Debris Slide 16th-17th June 2013
31664,UK/BAG/53O13/2013/0031,Uttarakhand,Bageshwar,UK_BAG_SH-6_,31,2.5,km from Katpuriya Chhina 29.751472 79.765889 Debris Slide 16th-17th June 2013
31665,UK/BAG/53O13/2015/326,Uttarakhand,Bageshwar,,29.751701,79.765451,Rock cum Debris Slide 2013
31666,UK/BAG/53O13/2013/0033,Uttarakhand,Bageshwar,UK_BAG_SH-6_,33,300,m north of Slide 32 29.752333 79.756778 Debris Slide 16th-17th June 2013
31667,UK/BAG/53O13/2013/0070,Uttarakhand,Bageshwar,UK_BAG_PMGSY_70 Kathpuria Chinna-Raikholi-Baudi Road Section,29.752528,79.781694,Rock cum Debris Slide 16th-17th June 2013
31668,UK/BAG/53O09/2018/12,Uttarakhand,Bageshwar,Bajail Bajail-Someshwar,29.754,79.661417,Debris Slide 2018
31669,UK/BAG/53O13/2013/0034,Uttarakhand,Bageshwar,UK_BAG_SH-6_,34,150,m North of Slide 33 29.754056 79.757611 Debris 16th-17th June 2013
31670,UK/PIT/53O13/2015/356,Uttarakhand,Pithoragarh,,29.755267,79.931504,Rock cum Debris Slide NA
31671,UK/BAG/53O13/2013/0030,Uttarakhand,Bageshwar,UK_BAG_SH-6_,30,1,km from Katpuriya Chinna at the northward U-bend of the road 29.755556 79.771667 Debris Slide 16th-17th June 2013
31672,UK/BAG/53O13/2015/325,Uttarakhand,Bageshwar,,29.755619,79.771559,Rock cum Debris Slide 2013
31673,UK/PAU/53O01/2017/109,Uttarakhand,Pauri Garhwal,NH121,29.75579,79.019591,Rock Slide 2013
31674,UK/PIT/53O13/2015/358,Uttarakhand,Pithoragarh,,29.756051,79.901721,Rock cum Debris Slide NA
31675,UK/PAU/53K09/2016/186,Uttarakhand,Pauri Garhwal,,29.757124,78.556338,Rock Fall NA
31676,UK/PAU/53O01/2017/108,Uttarakhand,Pauri Garhwal,NH121,29.757315,79.020186,Rock Slide NA
31677,UK/PITH/62C05/2013/0059,Uttarakhand,Pithoragarh,UK/Pith/ Jauljibi-Didihat/LS/0059 State Highway,29.75833,80.3475,Rock cum Debris Fall 16th-17th June 2013
31678,UK/PAU/53K09/2016/10,Uttarakhand,Pauri Garhwal,Kotdwar,29.758467,78.542153,Rock Slide NA
31679,UK/BAG/53O09/2018/22,Uttarakhand,Bageshwar,Siseta Siseta-Someshwar,29.758528,79.514139,Rock Slide 2018
31680,UK/BAG/53O13/2013/0029,Uttarakhand,Bageshwar,UK_BAG_SH-6_,29,500,m NNE of Katpuriya Chhina 29.758972 79.771028 Rock Slide 16th-17th June 2013
31681,UK/PIT/53O13/2015/357,Uttarakhand,Pithoragarh,,29.759057,79.900389,Rock cum Debris Slide NA
31682,UK/PAU/53K09/2016/185,Uttarakhand,Pauri Garhwal,,29.759385,78.554278,Rock Fall NA
31683,UK/BAG/53O09/2018/21,Uttarakhand,Bageshwar,Siseta Siseta-Someshwar,29.759389,79.513194,Rock Slide 2018
31684,UK/PIT/53O13/2015/354,Uttarakhand,Pithoragarh,,29.760038,79.983821,Rock Slide NA
31685,UK/PAU/53K09/2016/37,Uttarakhand,Pauri Garhwal,,29.760406,78.54515,Debris Slide NA
31686,UK/PAU/53O01/2017/110,Uttarakhand,Pauri Garhwal,NH121,29.761732,79.015934,Rock Slide 2015
31687,UK/PAU/53K09/2016/72,Uttarakhand,Pauri Garhwal,,29.762116,78.550144,Debris Flow NA
31688,UK/PAU/53K09/2016/55,Uttarakhand,Pauri Garhwal,,29.763292,78.529789,Rock Slide NA
31689,UK/PITH/62C05/2013/0060,Uttarakhand,Pithoragarh,UK/Pith/ Jauljibi-Didihat/LS/0060 State Highway,29.76389,80.33139,Rock cum Debris Fall 16th-17th June 2013
31690,UK/BAG/53O13/2015/353,Uttarakhand,Bageshwar,,29.764108,79.97879,Rock Slide NA
31691,UK/PAU/53K09/2016/78,Uttarakhand,Pauri Garhwal,,29.765716,78.549401,Rock Flow NA
31692,UK/ALM/53O05/2017/78,Uttarakhand,Almora,Antpur,29.765889,79.185427,Rock Slide 2016
31693,UK/PAU/53O01/2017/119,Uttarakhand,Pauri Garhwal,Raisya MahadevMaithana Marg,29.766183,79.071299,Debris Slide 2016
31694,UK/ALM/53O01/2017/13,Uttarakhand,Almora,Forest,29.766605,79.173346,Debris Slide 2011
31695,UK/PAU/53O01/2017/118,Uttarakhand,Pauri Garhwal,RamnagarSaufkhetSaraikhet Marg,29.76765,79.106814,Rock Slide 2011
31696,UK/PAU/53K09/2016/22,Uttarakhand,Pauri Garhwal,,29.767873,78.701448,Debris Slide NA
31697,UK/PAU/53K09/2016/36,Uttarakhand,Pauri Garhwal,,29.767945,78.554516,Rock Slide NA
31698,UK/ALM/53O01/2017/14,Uttarakhand,Almora,BajkhetNail road,29.76851,79.180219,Debris Slide 2011
31699,UK/ALM/53O01/2017/15,Uttarakhand,Almora,BajkhetNail road,29.768926,79.175919,Rock Slide 2011
31700,UK/ALM/53O01/2017/16,Uttarakhand,Almora,BajkhetNail road,29.768999,79.175607,Rock Slide 2011
31701,UK/ALM/53O01/2017/17,Uttarakhand,Almora,BajkhetNail road,29.769146,79.17524,Rock Slide 2011
31702,UK/ALM/53O01/2017/19,Uttarakhand,Almora,BajkhetNail road,29.7693,79.165294,Debris Slide 2017
31703,UK/PAU/53O01/2017/126,Uttarakhand,Pauri Garhwal,NH121,29.769875,79.119965,Rock Slide 2009
31704,UK/ALM/53O01/2017/18,Uttarakhand,Almora,BajkhetNail road,29.770124,79.173256,Debris Slide 2011
31705,UK/PAU/53O01/2017/121,Uttarakhand,Pauri Garhwal,Raisya MahadevMaithana Marg,29.770703,79.049678,Debris Slide 2011
31706,UK/PAU/53O01/2017/128,Uttarakhand,Pauri Garhwal,NH121,29.770856,79.126885,Rock Slide 2011
31707,UK/PAU/53O01/2017/125,Uttarakhand,Pauri Garhwal,NH121,29.77096,79.118024,Rock Slide 2011
31708,UK/PAU/53O01/2017/124,Uttarakhand,Pauri Garhwal,NH121,29.770984,79.117456,Rock Slide 2009
31709,UK/BAG/53O09/2018/24,Uttarakhand,Bageshwar,Jhiroli Jhiroli-Baijnath,29.771052,79.741412,Rock cum debris Slide 2018
31710,UK/PAU/53O01/2017/127,Uttarakhand,Pauri Garhwal,NH121,29.771343,79.123544,Rock Slide 2011
31711,UK/PAU/53O01/2017/120,Uttarakhand,Pauri Garhwal,Raisya MahadevMaithana Marg,29.771456,79.064459,Rock Slide 2012
31712,UK/ALM/53O01/2017/20,Uttarakhand,Almora,BajkhetNail road,29.773151,79.167168,Rock Slide 2017
31713,UK/PAU/53K13/2016/119,Uttarakhand,Pauri Garhwal,,29.773345,78.860493,Rock Slide NA
31714,UK/PAU/53K09/2016/20,Uttarakhand,Pauri Garhwal,,29.773522,78.541788,Debris Slide NA
31715,UK/ALM/53O01/2017/21,Uttarakhand,Almora,BajkhetNail road,29.77358,79.168366,Rock Slide 2017
31716,UK/ALM/53O01/2017/22,Uttarakhand,Almora,BajkhetNail road,29.774391,79.1703,Debris Slide 2017
31717,UK/PAU/53K13/2016/118,Uttarakhand,Pauri Garhwal,,29.774699,78.832974,Rock Slide NA
31718,UK/PAU/53O01/2017/111,Uttarakhand,Pauri Garhwal,NH121,29.775513,79.018539,Rock Slide 2013
31719,UK/ALM/53O01/2017/4,Uttarakhand,Almora,Deoghat Road turachaura,29.777094,79.225233,Rock Slide 2009
31720,UK/ALM/53O01/2017/5,Uttarakhand,Almora,Deoghat Road turachaura,29.777803,79.223369,Rock Slide 2014
31721,UK/PAU/53O01/2017/112,Uttarakhand,Pauri Garhwal,NH121,29.778168,79.029898,Debris Slide 2013
31722,UK/PIT/53O13/2015/360,Uttarakhand,Pithoragarh,,29.778829,79.834544,Rock Slide NA
31723,UK/PAU/53O01/2017/123,Uttarakhand,Pauri Garhwal,NH121,29.779072,79.03504,Debris Slide 2009
31724,UK/PIT/53O13/2015/359,Uttarakhand,Pithoragarh,,29.779095,79.836423,Rock Slide NA
31725,UK/PAU/53O01/2017/122,Uttarakhand,Pauri Garhwal,NH121,29.77927,79.035503,Debris Slide 2009
31726,UK/ALM/53O01/2017/7,Uttarakhand,Almora,Deoghat Road turachaura,29.779469,79.222961,Rock Slide 2014
31727,UK/BAG/53O09/2018/23,Uttarakhand,Bageshwar,Nagair Nagair-Someshwar,29.779699,79.502572,Rock Slide 2016
31728,UK/BAG/53O09/2018/11,Uttarakhand,Bageshwar,Mehragaon Mehragaon-Bageshwar,29.780083,79.626722,Debris Slide 2016
31729,UK/BAG/53O09/2018/20,Uttarakhand,Bageshwar,Lod Lod-Someshwar,29.780556,79.517528,Debris Slide 2018
31730,UK/ALM/53O01/2017/6,Uttarakhand,Almora,Deoghat Road turachaura,29.781251,79.224752,Rock Slide 2011
31731,UK/PAU/53K09/2016/31,Uttarakhand,Pauri Garhwal,,29.782059,78.693066,Debris Slide NA
31732,UK/ALM/53O01/2017/8,Uttarakhand,Almora,Deoghat Road turachaura,29.78244,79.223968,Rock Slide 2011
31733,UK/PAU/53K09/2016/35,Uttarakhand,Pauri Garhwal,,29.783143,78.570628,Debris Slide NA
31734,UK/ALM/53O01/2017/23,Uttarakhand,Almora,BajkhetNail road,29.783871,79.168191,Rock Slide NA
31735,UK/PAU/53K09/2016/45,Uttarakhand,Pauri Garhwal,,29.784633,78.549221,Rock Slide NA
31736,UK/PAU/53K09/2016/32,Uttarakhand,Pauri Garhwal,,29.784641,78.5711,Debris Slide NA
31737,UK/ALM/53O05/2017/55,Uttarakhand,Almora,NH87,29.784823,79.42674,Rock Slide 2012
31738,UK/PAU/53K09/2016/2,Uttarakhand,Pauri Garhwal,,29.785768,78.548458,Debris Slide NA
31739,UK/ALM/53O01/2017/24,Uttarakhand,Almora,BajkhetNail road,29.786399,79.168817,Rock Slide 2016
31740,UK/PAU/53K13/2016/122,Uttarakhand,Pauri Garhwal,,29.787265,78.753852,Debris Slide NA
31741,UK/BAG/53O13/2015/351,Uttarakhand,Bageshwar,,29.788474,79.974284,Rock cum Debris Slide NA
31742,UK/PAU/53K09/2016/87,Uttarakhand,Pauri Garhwal,,29.788787,78.594795,Rock cum Debris Flow NA
31743,UK/PAU/53K09/2016/84,Uttarakhand,Pauri Garhwal,,29.789548,78.594946,Rock Slide NA
31744,UK/ALM/53O05/2017/59,Uttarakhand,Almora,Muniyachaura,29.790065,79.330042,Rock Slide 2009
31745,UK/PAU/53K09/2016/27,Uttarakhand,Pauri Garhwal,,29.790098,78.676243,Debris Slide NA
31746,UK/PAU/53K13/2016/137,Uttarakhand,Pauri Garhwal,,29.790482,78.890662,Rock Slide NA
31747,UK/ALM/53O01/2017/25,Uttarakhand,Almora,BajkhetNail road,29.790972,79.161897,Rock Slide 2014
31748,UK/BAG/53O13/2015/352,Uttarakhand,Bageshwar,,29.791008,79.970856,Rock cum Debris Slide NA
31749,UK/ALM/53O01/2017/26,Uttarakhand,Almora,BajkhetNail road,29.791171,79.162418,Rock Slide 2014
31750,UK/BAG/53O09/2018/10,Uttarakhand,Bageshwar,Falyari Falyari-Bageshwar,29.791382,79.662171,Debris Slide 2018
31751,UK/PAU/53K09/2016/50,Uttarakhand,Pauri Garhwal,,29.791407,78.543243,Rock Slide NA
31752,UK/PAU/53K13/2016/125,Uttarakhand,Pauri Garhwal,,29.791562,78.750201,Rock Slide NA
31753,UK/BAG/53O09/2018/9,Uttarakhand,Bageshwar,Bhoolgaon Bhoolgaon-Bageshwar,29.791889,79.6665,Debris Slide 2017
31754,UK/PAU/53K13/2016/124,Uttarakhand,Pauri Garhwal,,29.792,78.752,Rock Slide NA
31755,UK/PAU/53K13/2016/123,Uttarakhand,Pauri Garhwal,,29.792731,78.752357,Debris Flow NA
31756,UK/PAU/53K13/2016/120,Uttarakhand,Pauri Garhwal,,29.793,78.817,Rock Slide NA
31757,UK/PAU/53K09/2016/41,Uttarakhand,Pauri Garhwal,,29.793601,78.426796,Rock Slide NA
31758,UK/ALM/53O01/2017/32,Uttarakhand,Almora,DotiyalNailDeghat road,29.79367,79.184957,Rock Slide 2011
31759,UK/ALM/53O01/2017/31,Uttarakhand,Almora,DotiyalNailDeghat road,29.793707,79.184066,Rock Slide 2011
31760,UK/ALM/53O01/2017/30,Uttarakhand,Almora,Gadsari,29.793736,79.172479,Rock Slide 2014
31761,UK/ALM/53O01/2017/29,Uttarakhand,Almora,Gadsari,29.793973,79.172021,Rock Slide 2014
31762,UK/ALM/53O05/2017/56,Uttarakhand,Almora,Road to Dhaun,29.794162,79.43365,Rock Slide 2012
31763,UK/PAU/53K09/2016/86,Uttarakhand,Pauri Garhwal,,29.794488,78.595555,Rock Slide NA
31764,UK/ALM/53O01/2017/28,Uttarakhand,Almora,Gadsari,29.794659,79.168485,Rock Slide 2009
31765,UK/ALM/53O05/2017/81,Uttarakhand,Almora,DotiyalNailDeghat road,29.794701,79.186138,Rock Slide 2011
31766,UK/ALM/53O01/2017/33,Uttarakhand,Almora,DotiyalNailDeghat road,29.794747,79.186653,Rock Slide 2011
31767,UK/PAU/53K09/2016/169,Uttarakhand,Pauri Garhwal,,29.794827,78.529297,Debris Slide NA
